Date,ADS.DE,AKZA.AS,ALV.DE,ASML.AS,ATO.PA,BAS.DE,BAYN.DE,BEI.DE,BMW.DE,BN.PA,BNP.PA,CA.PA,CAP.PA,CO.PA,CON.DE,CRBN.AS,CS.PA,DAI.DE,DBK.DE,DSY.PA,DTE.DE,EN.PA,ENGI.PA,EO.PA,EXO.MI,G.MI,GFC.PA,HEI.DE,HEIA.AS,RMS.PA
2004/8/13,7551088,1116267,2983224,8150707,357487,6762988,5600844,174723,2617378,2550062,2773146,1904416,1720661,162767,745322,182600,6938074,5165461,6636424,666992,17673139,1058406,4744700,7772,252439,3781466,21014,110329,1141700,114105
2004/8/16,5650544,686844,3232644,4728279,202802,5336598,3679517,269544,1691356,2054186,2284566,1634401,1347915,257617,842302,185600,6427552,4831537,5800999,625856,16028334,619629,2209000,2384,150043,3044060,48923,267749,981500,75084
2004/8/17,6320432,966133,3601970,5595812,274869,5078940,3419761,197016,2107253,4016609,2500220,1677687,1830599,274758,497612,99200,8611869,3866668,6376277,1092154,24455785,648385,4804200,6040,122324,3396999,134563,185036,1138700,26316
2004/8/18,4571984,1182667,2535423,5607174,280938,5014670,3525561,58164,1917567,3375670,2035383,1240318,1163268,201367,963536,125200,5129092,3825294,4610193,1118730,17617264,1132213,2610300,3491,169733,2347118,150446,284160,903000,45753
2004/8/19,8139120,966222,2790649,9878039,373008,4067174,4703687,146802,2157026,1684465,2372282,1152124,2267493,126946,558063,96900,6475802,4654650,4610734,562386,14214024,1333129,2895500,15224,138595,4313023,48444,150799,666300,44502
2004/8/20,6160432,726222,1805802,5599577,186469,3679236,3025667,132588,1593727,1942434,1857318,1269355,1031512,203982,841950,71400,5042398,3893375,3549865,474504,14355475,993358,2381100,16155,173893,3128883,170134,141582,565600,32346
2004/8/23,4714192,655733,1860466,4411176,291160,3874796,2625791,309378,2230250,1987374,2212564,1313416,1036747,114384,822797,121700,5059366,3087347,3502067,350848,16937361,644610,2283700,8812,96248,3465498,54080,150611,793100,44478
2004/8/24,7390480,1195556,1719716,4427808,314735,4081156,2326429,309486,2191454,1646344,2141324,1321283,1355769,155830,1274816,112100,5973990,4018094,3457324,856000,18808456,586120,2464100,4727,110028,3460129,128585,176063,654000,47280
2004/8/25,3147520,855378,1617628,5516280,166669,4630014,3396392,126651,1645475,1397766,2427588,1932008,1170582,260618,1035892,157700,3929694,2680576,3757883,637360,15423515,1000868,2458700,5978,92300,3103430,124322,188498,692500,47994
2004/8/26,5006560,1006400,2223256,4666268,379528,3510130,3357521,144174,1638692,2665824,2064745,1568019,1356329,202148,1134085,130300,3878469,3855097,3509042,741720,19713166,1081234,3223600,5212,160590,2871051,28494,188530,655500,12234
2004/8/27,7361344,659733,1654032,5341336,162763,4686110,3654326,80403,1552266,1469228,2338821,1905243,947727,124297,764334,786100,5401378,2194876,3154436,415344,16081672,721948,3204900,7918,89650,2336072,25768,77132,849200,32520
2004/8/30,11329232,553956,1079197,1339732,134042,3493148,2651105,76872,1362169,797505,1779616,1307274,520075,137482,554744,272600,3775386,2688947,2655931,144568,9869381,473530,2181000,2427,328388,1076379,32994,96765,415700,30837
2004/8/31,6843408,860978,3139289,4645324,330569,4954426,6593676,223989,1615741,0,5936833,3661925,2349639,324922,1490411,261000,11095625,3782871,4290004,832718,20549849,1541507,6065000,9525,342407,3216049,152119,92156,822900,145350
2004/9/1,3607328,1117511,2032688,5067969,254954,4035536,5731924,165612,1150325,2671426,3021614,9815769,1260627,466831,703031,178500,4639533,3078950,3735207,388230,37746002,1132715,3763000,5075,177312,3059744,42722,152450,665300,67287
2004/9/2,3875584,559111,1588472,4941484,144491,3356492,4713010,337617,1446674,1506665,2136064,6475063,1013495,533907,792166,249900,5831686,3153342,3429726,684040,23106328,1384792,12539400,7434,288665,4355590,66921,117966,806000,69636
2004/9/3,4616528,995911,2687411,10786571,553329,7891368,4311705,381117,1533292,1823364,2469667,3344293,3061234,405713,1148239,226500,7989968,3441672,4286944,808550,15759262,1526242,12211900,7208,441994,5897207,47231,102205,895800,64326
2004/9/6,4160400,593156,2047490,2737983,428917,2546156,2883218,102669,1314279,1079626,1450227,2334360,1769584,258798,651483,149100,3448235,2254167,2424104,383034,7765712,370282,3907000,5966,176729,4724785,109572,83608,1512900,14967
2004/9/7,8227984,653956,2120187,6742462,374988,4360146,2741346,125418,1207757,1166054,2291302,1833158,1923088,214433,689569,258600,4803903,3271148,4076512,653494,11698516,761167,4295300,6505,142040,5505019,64567,102699,1396800,46497
2004/9/8,9417984,400000,1439125,5424564,975455,3816860,3354717,109149,1601123,2348750,2446102,3037864,2486106,558192,730321,191000,4965053,2768962,4020722,838932,13705395,1891290,3312700,2114,171084,4336756,38920,98628,2315048,69657
2004/9/9,5555408,1390756,1882462,32845941,855940,4035920,2906060,114498,1933922,1701866,2464538,2586376,13537157,407726,915686,238700,5417437,3528343,5247750,1391904,17799314,894284,3676900,6799,368377,7984194,88031,129720,1711400,25515
2004/9/10,5897664,667378,1649646,10647012,674742,3364744,3122817,123075,2119789,1636049,1994747,1354281,3395004,132687,794793,170400,4083449,2217529,4092518,773316,13748876,1046090,2545100,4925,1330010,4072487,56584,153726,1190900,21540
2004/9/13,6010576,706844,2109984,8142151,600615,4609784,7238953,109227,2083632,1636765,2327462,1785471,1846492,192604,689260,156100,4907571,3951026,4247398,762074,14972562,941930,3914100,20421,239216,4446734,216817,94094,1085500,41754
2004/9/14,4456160,718756,1668774,6351576,318151,4706712,4318987,113637,1836502,1519219,2497635,1848487,2370402,149289,1250383,124100,5105490,3530653,9078174,1028336,20417647,965555,3746200,43515,144531,5063785,81256,96159,862100,175113
2004/9/15,8766128,620800,2346016,6191553,756685,5148580,3178920,267870,2396033,3747180,2362439,2135326,5185753,169422,1543772,201600,6153293,5332092,11802219,1189838,18330383,855609,5752500,11616,340552,5016952,116744,216819,1220300,143118
2004/9/16,4944304,585333,2163434,4099138,654270,3567252,3972933,94572,1706553,3036424,1968214,1781008,1575206,188732,795502,207200,6378724,2775016,3702127,948436,14356272,845560,3361500,5302,197372,5478078,61026,19808,691000,70338
2004/9/17,11195408,1217867,3403794,4922798,503349,11286292,9052632,150771,3027116,2865848,5025555,3157070,1490871,237180,1723122,177400,9168154,8376948,8811009,727702,32739538,995137,7135800,9271,279204,11321221,144999,115332,1011200,58302
2004/9/20,5485232,1033244,1620851,5362691,160582,3648370,3750622,455100,1430793,3725205,1995870,1501075,1916309,183771,499180,338800,4679167,3060180,3351706,491024,12831625,764743,3907100,12934,480710,3886286,96129,122292,1046100,39459
2004/9/21,5139856,1407556,1700485,7967207,314036,4187514,3874647,202578,1342888,7901274,2956382,1809350,1689930,245079,1043487,207000,4423066,3043571,7503973,419914,21587877,927350,3959600,9495,516115,3708804,98301,119824,969600,45768
2004/9/22,8884176,986667,2521535,6741709,300803,6256700,3581070,127743,2402920,3878951,3203415,8975988,1425390,478780,1497789,230900,6774732,7118686,7932153,859882,48654094,1171902,5333500,7518,395274,5671610,79367,53157,1119900,70920
2004/9/23,6502096,852444,2675490,6532338,334648,6725268,4463719,291330,2913466,4408983,5356807,6450331,2336825,502240,1838831,116500,13715390,5008274,4630157,798312,16337441,2110746,5485300,9524,427869,4336596,139054,133296,747400,88248
2004/9/24,6140736,381067,1727139,4021453,148865,3657566,3651906,199611,1463989,3402902,2065671,3331886,1027816,223621,1465880,222100,8480836,3346665,3377263,592738,14734394,962541,2592700,6220,388040,4574987,116240,64822,685700,39093
2004/9/27,4076688,488444,2019596,5013692,289063,3818188,2857245,105498,1742375,1665875,1546029,1863679,1605755,168409,887175,110400,6064657,3502710,4028610,352798,11529641,1129458,5519000,3146,572162,4869817,55443,418128,840600,30645
2004/9/28,3830464,572889,2038024,6262804,182364,4589142,3299694,201795,2350082,1947657,2079274,2017862,1667168,237752,1515886,280900,8100400,3714771,4884395,346192,15086941,822898,5014000,6634,628740,4988686,100358,294327,820600,48951
2004/9/29,5776384,510133,2545956,12872894,363601,12789658,6771395,196152,2359499,2944007,4041922,3452825,2344955,260817,2441911,184400,9407723,5110367,4986325,407980,24201079,1535761,4821500,4222,641672,6040213,106013,216694,1347000,69855
2004/9/30,5576224,874222,2486885,8425580,394993,7812296,4695706,80355,2698283,4546572,6650264,6000636,3700478,614061,1247906,112800,16270298,4590896,3508378,462234,19876324,2114037,7873000,4314,1294818,7013475,79798,263174,1792900,59046
2004/10/1,7181296,1344711,2827100,6416598,433097,6584514,6038474,150873,3682616,2254612,4343199,4994613,2843305,325176,1331328,80100,11655705,5805055,4337697,689818,32227503,932979,5487000,10900,1115545,5576102,95991,384470,1527500,48948
2004/10/4,9125008,1224000,3103144,6517896,650030,8764552,5033248,294303,2377805,1916576,4313505,4166989,2945137,425674,1084783,98300,10911850,5087627,4933328,2229188,22413839,1363496,6235600,7898,1300065,12229788,46821,411171,1247900,81477
2004/10/5,11872624,1196622,3595958,5260708,561488,5601872,5205673,88497,2107645,2359204,3173748,7620436,2239094,361480,932417,143300,9291380,4626542,5651722,815752,35089751,1328990,5582600,24867,5058272,9180651,171651,217368,1658800,57528
2004/10/6,5677536,626400,3095751,4700422,475944,4848846,3262825,334236,1631068,2988106,3146153,4483678,1209361,289904,1589660,265700,7956385,3984280,4467208,510762,18121340,1394388,3748300,10144,659109,5897066,98064,194084,1253200,38643
2004/10/7,6777200,781689,3171382,4395502,252857,5263348,3601410,275664,2606750,2025765,2818188,2979996,1456475,216883,4187582,139400,6069542,4378100,4343269,529802,16469018,1206953,5050600,12064,1323438,7225188,96670,272988,985100,80496
2004/10/8,6670624,1104711,2955047,5924688,303660,5644220,4583278,516744,2116131,2629693,4306503,4610115,1837416,238110,2269521,97800,9910724,4255475,4564602,518270,19817121,1632050,6593500,21827,670716,9677093,74304,97782,1918000,80985
2004/10/11,4007360,831467,1636743,5221764,243097,4186700,2541862,790359,1410618,2200770,1466252,2761083,2386521,196642,835660,100700,3440200,2602631,2677859,312318,48816862,988746,3646900,9969,731798,4302565,62004,272502,729900,47247
2004/10/12,5025312,940444,2773391,4251906,503820,6826366,3798282,261777,2795479,2300781,2249231,4792169,2351337,368602,1130194,150400,6812194,6385659,5713941,488380,45174668,1268644,3077600,20381,470269,6207281,139320,162640,964700,60180
2004/10/13,7646192,950667,2505428,17476878,286741,7058750,4523600,327924,2388802,3122536,3959921,9987944,3147976,876664,1210066,170500,6992818,5033384,5807152,436108,21357132,877408,3543700,15824,820785,10892506,91015,248910,1303800,91068
2004/10/14,5287488,1046844,2244554,6226596,355885,8335376,5902577,300210,2707612,9721753,2883376,4645168,2539379,319588,1467420,253400,8392652,8259247,5811810,406346,18040456,1765768,6975400,9070,687358,5604113,82493,377236,1559700,40791
2004/10/15,5650384,1315022,7529939,6216604,255860,6683774,4309065,280527,3554105,5508096,5205953,3831528,1399267,240039,1960781,122400,15510294,5967847,5213620,291392,19496978,812152,3734700,13864,567525,7310630,81989,264898,1820300,65016
2004/10/18,6654880,863200,3718998,3340636,270167,4778654,2577927,215826,1730057,2190891,2580448,3962612,1979466,393531,823015,57500,8814783,5424856,4292335,189740,22265366,560484,2382500,9443,633404,4778142,68227,85077,531000,54438
2004/10/19,4350560,2937845,2738211,4103108,366953,7597552,4310360,233517,1787865,3719223,4738600,5287715,1586180,381251,1242690,91900,11479208,6019317,5484537,539072,26437434,910942,4811300,36776,317020,5967477,97353,292568,826600,179133
2004/10/20,3814560,970756,3211351,4064436,275086,6017398,3207483,93222,1979975,2302257,3681455,2794360,1333127,335830,870099,70700,19629025,4216345,6837655,619284,18405460,1225960,4188500,12891,144902,7693302,64717,311796,708500,47067
2004/10/21,5005440,542489,3665309,5884990,396334,5292658,2231851,276096,1849233,1954746,2736520,3216210,4024784,180494,1341310,69600,12931894,3763221,4397191,1111998,17785614,821085,3018800,12087,372802,5531060,84210,126016,427600,77625
2004/10/22,7732128,693244,2637989,7989931,524007,6546972,3776657,401865,2697182,2152991,2884907,2613412,2342801,219380,578092,77900,9472814,3629621,2744623,513068,14393353,712893,2493200,5580,544072,5276757,72864,312257,468100,274161
2004/10/25,9662320,747822,3072098,5230456,213335,6214462,5259030,163785,4139372,2004326,3457443,3259958,1800673,343389,1010628,82600,8325066,7270681,5206077,970580,21108907,915128,5940300,31417,85251,5741634,28244,147232,732700,69627
2004/10/26,5498608,803378,3089417,4122409,317697,4128282,3445908,153222,2383181,1120764,1764773,2950079,1752364,499676,1039038,80600,8143677,4849003,4080206,1873380,15841811,1399721,3208700,21007,453919,5802067,71367,139082,806800,96762
2004/10/27,6147728,876889,3055515,3297311,154599,6498330,3933915,231321,2353616,2252393,3922283,2996822,1145883,984925,945817,121000,11744097,6287713,4993040,867068,27782869,815571,4041700,5495,345163,6798833,124140,121122,526200,99525
2004/10/28,13722368,726044,3155373,9398175,541703,7251762,4436016,94482,2950604,2267999,3481770,3206304,2164428,348573,1481719,98200,14788601,15104251,5850796,561872,25983900,709239,4827400,10457,1007240,8515218,38885,79672,952800,49839
2004/10/29,10102944,568356,2334650,4002426,450573,5059496,3879090,182391,2521153,2883851,2810452,2486537,777191,308949,1131194,1068400,6740853,5943368,6310498,495958,28112007,790351,4917800,4983,754535,6189582,65530,121089,770600,46671
2004/11/1,6510672,468889,1829731,1902756,255566,3847560,2235553,71568,1469017,1670750,1595738,1463581,516353,138585,945494,109400,4046566,3303087,3457180,364644,13730085,383377,4687900,6364,187408,4213058,15628,77157,539300,15705
2004/11/2,15677104,791556,2668120,4988231,462091,4300488,3951541,205095,1725718,2173744,2364817,2493525,1680994,262269,1059990,157800,6634514,4131536,6337908,548580,20751824,762633,6851900,5473,326189,6812598,29186,228027,1031200,40029
2004/11/3,25396672,1356267,3739720,5391232,686256,7580140,3806156,365967,6128183,2457609,3725294,2947646,1932716,573114,1858151,163000,10111990,5884422,6659022,1052582,23849000,1069143,5486300,5168,689213,6867108,103525,181613,1505800,53349
2004/11/4,12424144,755022,3063666,5242639,600467,5026660,3080821,173589,4904733,2323083,3892089,3067053,1422987,245807,871668,227800,7288850,3589671,3665633,738456,20436586,1379986,6604300,5159,245708,6981205,79021,181695,700500,62055
2004/11/5,9570464,1174756,6438164,10342092,869685,7509372,5152496,294333,5205545,2125563,3562255,4266104,2168492,195903,913849,200200,10984198,6413105,7831032,890368,24854334,1388458,5896300,3974,3076706,12583410,71783,497529,1234500,76038
2004/11/8,5273344,560711,2636445,6115032,380403,4385790,2061221,207819,2681000,1126834,1982251,3187224,1318852,204327,424961,137500,5457910,6538545,3977699,674658,37578137,820402,3651900,6111,1012381,4846041,91209,228516,997400,261333
2004/11/9,5282112,480711,2426597,4658466,544538,4100926,2283034,386775,2255750,1364350,3417691,3362467,7556502,373706,500957,163400,4865856,5583790,3481383,895318,18593940,715692,3349600,9348,662421,5195108,90637,263715,911400,89496
2004/11/10,5139904,705600,2232517,3801199,333737,6054052,2733730,1488195,3151940,1627177,3248380,2562440,3217354,709821,679355,184100,6094106,4144522,3129845,727574,19691425,821274,6553300,9119,863424,4789444,50630,204774,952800,92424
2004/11/11,8582768,694489,2792167,4361896,646494,11192576,7168411,597156,3590270,1530149,2245115,1836582,2353659,113975,814110,238000,6894815,4307091,3680693,441702,77203108,916106,4790200,6143,3959024,7127787,20098,204748,724400,163134
2004/11/12,6171312,695378,6205962,13065223,840217,5727170,5801362,555837,3046911,1326569,3063611,2344030,1852394,226370,607796,93600,9708527,3625056,3901684,395450,34459990,1079016,5450100,12476,2691899,6419518,54882,211118,788800,75426
2004/11/15,5516736,645511,2860176,3351108,650068,5719282,3523093,190287,2497649,1313721,2595789,1619146,1885446,204129,716915,305100,7435916,3128017,3835787,293608,22088221,855943,3779200,11646,617133,4914287,39215,199479,750700,88218
2004/11/16,7709424,823556,3468902,3225444,664849,5509268,2948857,197034,3118967,2129636,4124299,7260375,1776441,864726,735934,222700,6512342,3853589,4604700,551814,22850296,985208,3241500,7818,666396,6020673,40214,262230,930800,92964
2004/11/17,8346064,1198222,4555681,5904497,499346,7768954,5798136,485250,3490861,2316472,4287395,7074338,2600785,420600,893036,638400,9459809,5983911,5091795,727178,27628409,939104,3885900,5903,732752,4987090,156335,312879,1284000,105219
2004/11/18,2197708,610667,3392436,8651994,222944,5041794,5685253,279789,2844047,1518040,2867603,3787996,1799622,402197,715986,1815800,6366245,2953137,3151244,423442,18878859,1032581,3848000,6366,492344,3883297,38735,291959,1397700,30681
2004/11/19,1992128,763200,3732919,7844486,228485,7175814,4499213,330747,3740529,1644033,5047878,4384743,3892610,525753,1078047,600592,9646351,6222186,6466177,846580,24524731,773344,3787300,4675,810477,4668715,78970,90627,1473400,53439
